Latitude,Longitude,Bottom_Depth,Sample_Depth,Phosphate,Silicate,Nitrite,Nitrite_and_Nitrate,Cruise,Location,Type,Date,Time,Comments
-17.48185,-149.8394333,1,0,0.1,NA,0.11,0.33,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/10/2010,17:05,NA
-17.48221667,-149.8460667,1,0,0.12,NA,0.12,0.54,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/10/2010,17:28,NA
-17.48165,-149.8463667,1,0,0.11,NA,0.1,0.39,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/10/2010,17:35,NA
-17.48061667,-149.8465333,1,0,0.1,NA,0.09,0.3,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/10/2010,17:42,NA
-17.47936667,-149.8465667,1,0,0.1,NA,0.1,0.26,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/10/2010,17:51,NA
-17.47676667,-149.83935,1,0,0.09,NA,0.09,0.17,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,12:02,NA
-17.47756667,-149.8395,1,0,0.09,NA,0.12,0.19,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,12:18,NA
-17.47853333,-149.8392833,1,0,0.09,NA,0.1,0.25,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,12:34,NA
-17.47981667,-149.8388667,1,0,0.09,NA,0.11,0.27,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,12:49,NA
-17.48158333,-149.83855,1,0,0.09,NA,0.1,0.31,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,13:04,NA
-17.4779,-149.8321167,1,0,0.08,NA,0.1,0.21,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,17:06,NA
-17.47923333,-149.83215,1,0,0.1,NA,0.09,0.33,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,17:17,NA
-17.48053333,-149.83205,1,0,0.09,NA,0.08,0.4,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,17:22,NA
-17.48178333,-149.83215,1,0,0.1,NA,0.1,0.38,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/11/2010,17:26,NA
-17.47425,-149.83935,1,0,0.08,NA,0.07,0.15,Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,9/13/2010,15:00,NA
-17.47548333,-149.8393,1,0,0.1,NA,0.1,0.23,Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,9/13/2010,15:08,NA
-17.47671667,-149.8393167,1,0,0.11,NA,0.13,0.41,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/13/2010,15:58,NA
-17.47793333,-149.8392833,1,0,0.11,NA,0.12,0.5,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/13/2010,16:15,NA
-17.47926667,-149.8393167,1,0,0.11,NA,0.1,0.55,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/13/2010,16:23,NA
-17.48055,-149.8393167,1,0,0.1,NA,0.1,0.42,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/13/2010,16:32,NA
-17.4818,-149.8392833,3,0,0.12,NA,0.11,0.47,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/13/2010,16:38,NA
-17.47671667,-149.83935,1,0,0.11,NA,0.12,0.37,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,15:19,NA
-17.47696667,-149.8393833,1,0,0.12,NA,0.14,0.28,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,15:34,NA
-17.47738333,-149.8394333,1,0,0.11,NA,0.1,0.22,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,15:50,NA
-17.47808333,-149.83945,1,0,0.12,NA,0.13,0.38,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,16:05,NA
-17.47845,-149.8394333,1,0,0.12,NA,0.14,0.39,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,16:20,NA
-17.47901667,-149.8394333,1,0,0.12,NA,0.14,0.45,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,16:35,NA
-17.48085,-149.8388667,1,0,0.11,NA,0.12,0.26,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,16:50,NA
-17.48218333,-149.8387833,1,0,0.1,NA,0.1,0.32,Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,9/15/2010,17:06,NA
-17.47503,-149.83707,17,0.5,0.12,0.49,0.08,0.18,Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,9/8/2010,8:38,na
-17.47785,-149.84213,2,0.5,0.12,0.43,0.06,0.37,Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,9/8/2010,8:48,na
-17.48488,-149.83365,14,0.5,0.13,1.48,0.07,0.47,Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,9/8/2010,8:54,na
-17.47503,-149.83707,17,0.5,0.15,0.55,0.04,0.27,Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,9/15/2010,16:45,na
-17.47785,-149.84213,2,0.5,0.15,2.76,0.08,0.5,Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,9/15/2010,17:00,na
-17.48488,-149.83365,14,0.5,0.12,0.75,0.08,0.52,Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,9/15/2010,17:10,na
-17.48488,-149.83365,14,0.5,0.13,1.13,0.05,0.31,Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,1/8/2011,17:20,windy; Sw-heavy rain on Jan 6
-17.47785,-149.84213,2,0.5,0.12,0.49,0.05,0.26,Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,1/8/2011,17:00,na
-17.47503,-149.83707,17,1,0.12,0.42,0.04,0.11,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/15/2011,9:15,na
-17.47785,-149.84213,2,1,0.14,0.74,0.05,0.26,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/17/2011,9:59,na
-17.48488,-149.83365,14,1,0.14,0.5,0.06,0.33,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/17/2011,8:10,na
-17.47503,-149.83707,17,0.5,0,0.34,0.05,0.11,Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,4/8/2011,13:15,overcast
-17.48488,-149.83365,14,0.5,0.04,0.34,0.09,0.39,Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,4/13/2011,16:10,sunny and clear
-17.47785,-149.84213,2,0.5,0.06,0.3,0.08,0.38,Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,4/13/2011,16:20,
-17.48488,-149.83365,14,0.5,0.04,0.3,0.09,0.42,Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,4/23/2011,15:25,overcast
-17.47785,-149.84213,2,0.5,0.09,0.24,0.08,0.44,Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,4/23/2011,15:30,overcast
-17.47503,-149.83707,17,0.5,0.01,0.38,0.06,0.08,Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,4/26/2011,16:00,overcast
-17.48488,-149.83365,14,0.5,0.04,0.4,0.08,0.43,Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,4/29/2011,15:30,na
-17.47785,-149.84213,2,0.5,0.05,0.43,0.09,0.49,Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,4/29/2011,15:40,na
-17.47785,-149.84213,2,0.5,0.05,0.39,0.09,0.52,Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,5/6/2011,11:30,rain the morning of and night before
-17.48488,-149.83365,14,0.5,0.07,0.62,0.1,0.72,Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,5/6/2011,11:35,rain the morning of and night before
-17.47503,-149.83707,17,0.5,0.05,0.46,0.07,0.32,Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,5/6/2011,14:00,rain the morning of and night before
-17.47503,-149.83707,17,0.5,0.12,1.41,0.11,0.56,Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,6/4/2011,11:30,calm and sunny; low wind
-17.47503,-149.83707,17,0.5,0.14,1.27,0.11,0.53,Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,6/7/2011,11:10,calm and sunny; low wind; 42 hrs aftr Maramu
-17.47503,-149.83707,17,1,0.19,0.34,0.09,0.61,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,7/22/2011,10:45,na
-17.47785,-149.84213,2,1,0.23,0.86,0.1,0.42,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,7/24/2011,10:23,na
-17.48488,-149.83365,14,1,0.21,0.29,0.2,0.54,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,7/24/2011,11:22,na
-17.47503,-149.83707,17,0.5,0.14,0.23,0.07,0.09,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/3/2011,13:45,some white caps
-17.47785,-149.84213,2,0.5,0.15,0.2,0.16,0.34,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/3/2011,16:20,na
-17.48488,-149.83365,14,0.5,0.13,0.26,0.09,0.35,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/3/2011,16:25,na
-17.47503,-149.83707,17,0.5,0.13,0.36,0.09,0.22,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/12/2011,10:45,calm; clear day; no wind or swell
-17.48488,-149.83365,14,0.5,0.13,0.9,0.13,0.35,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/12/2011,16:00,calm; clear day; no wind or swell
-17.47785,-149.84213,2,0.5,0.14,0.27,0.12,0.33,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/12/2011,16:00,calm; clear day; no wind or swell
-17.48488,-149.83365,14,0.5,0.14,0.56,0.15,0.6,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/22/2011,17:05,calm; clear day; no wind or swell
-17.47785,-149.84213,2,0.5,0.14,0.62,0.06,0.41,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/22/2011,17:10,calm; clear day; no wind or swell
-17.47503,-149.83707,17,0.5,0.13,0.37,0.14,0.32,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/23/2011,12:00,calm and sunny
-17.48488,-149.83365,14,0.5,0.18,0.5,0.08,0.34,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,1/3/2012,16:30,calm; sunny
-17.47785,-149.84213,2,0.5,0.19,0.48,0.06,0.33,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,1/3/2012,16:30,calm; sunny
-17.47503,-149.83707,17,0.5,0.18,1.57,0.06,0.36,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,1/3/2012,7:50,calm; sunny; low wind
-17.47503,-149.83707,17,1,0.23,1.01,0.19,0.35,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/17/2012,9:58,na
-17.47785,-149.84213,2,1,0.25,0.91,0.2,0.62,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/19/2012,8:19,na
-17.48488,-149.83365,14,1,0.19,0.9,0.25,0.78,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/19/2012,8:55,na
-17.47503,-149.83707,17,0.5,0.16,0.86,0.07,0.17,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,1/23/2012,10:30,calm; sunny; low wind
-17.47785,-149.84213,2,0.5,0.18,0.94,0.04,0.24,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,1/23/2012,13:30,calm; sunny; low wind
-17.48488,-149.83365,14,0.5,0.18,1.18,0.06,0.56,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,1/23/2012,15:30,calm; sunny; low wind
-17.48488,-149.83365,14,0.5,0.16,0.52,0.06,0.3,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2/13/2012,17:00,sunny; light wind
-17.47785,-149.84213,2,0.5,0.14,0.5,0.1,0.32,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2/13/2012,17:10,sunny; light wind
-17.47503,-149.83707,17,0.5,0.13,0.39,0.07,0.14,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/6/2012,9:50,sunny; swell
-17.47785,-149.84213,2,0.5,0.12,0.49,0.06,0.2,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,4/7/2012,10:30,sunny; calm
-17.48488,-149.83365,14,0.5,0.13,0.39,0.08,0.29,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/7/2012,10:30,sunny; calm
-17.47785,-149.84213,2,0.5,0.14,0.49,0.09,0.34,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,4/17/2012,14:00,sunny; calm
-17.48488,-149.83365,14,0.5,0.15,0.46,0.08,0.33,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/17/2012,14:05,sunny; calm
-17.47503,-149.83707,17,0.5,0.15,0.64,0.09,0.11,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/24/2012,13:00,sunny; calm; clear
-17.47503,-149.83707,17,0.5,0.17,3.23,0.13,0.67,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/30/2012,13:20,overcast
-17.48488,-149.83365,14,0.5,0.16,1.34,0.12,0.66,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/30/2012,16:30,overcast
-17.47785,-149.84213,2,0.5,0.17,1.12,0.19,0.44,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,4/30/2012,16:30,overcast
-17.47503,-149.83707,17,0.5,0.16,0.53,0.07,0.08,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,5/14/2012,16:10,calm; sunny
-17.47785,-149.84213,2,0.5,0.16,0.61,0.1,0.33,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/16/2012,16:30,calm; sunny
-17.48488,-149.83365,14,0.5,0.17,0.86,0.11,0.48,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/16/2012,16:35,calm; sunny
-17.47785,-149.84213,2,0.5,0.16,0.95,0.08,0.26,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/23/2012,16:40,calm
-17.48488,-149.83365,14,0.5,0.23,0.62,0.12,0.53,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/23/2012,16:45,calm
-17.47503,-149.83707,17,0.5,0.16,0.64,0.07,0.23,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/4/2012,15:20,windy; current
-17.47785,-149.84213,2,0.5,0.2,0.68,0.15,0.49,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/9/2012,11:30,calm; sunny
-17.48488,-149.83365,14,0.5,0.19,0.56,0.11,0.62,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/9/2012,11:40,calm; sunny
-17.47503,-149.83707,17,0.5,0.14,1.18,0.06,0.12,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/12/2012,11:30,calm; good vis
-17.47503,-149.83707,17,0.5,0.15,0.68,0.1,0.14,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/23/2012,11:10,overcast; strong wind out of E
-17.47785,-149.84213,2,0.5,0.15,1.14,0.1,0.27,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/23/2012,11:40,overcast; strong wind out of E
-17.48488,-149.83365,14,0.5,0.16,0.86,0.16,0.35,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/23/2012,11:45,overcast; strong wind out of E
-17.47785,-149.84213,2,0.5,0.15,0.61,0.08,0.43,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,7/1/2012,11:00,calm; sunny
-17.48488,-149.83365,14,0.5,0.13,1.06,0.08,0.3,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/1/2012,11:05,calm; sunny
-17.47503,-149.83707,17,0.5,0.14,1.15,0.09,0.12,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,7/3/2012,12:00,light wind; sunny
-17.47785,-149.84213,2,0.5,0.14,0.82,0.07,0.37,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,7/18/2012,10:00,small white caps
-17.48488,-149.83365,14,0.5,0.16,1.39,0.12,0.4,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/18/2012,10:00,small white caps
-17.47503,-149.83707,17,0.5,0.16,0.5,0.1,0.2,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,7/29/2012,12:30,calm; sunny
-17.48488,-149.83365,14,0.5,0.17,1.54,0.1,0.52,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/8/2012,12:30,calm; sunny
-17.47785,-149.84213,2,0.5,0.18,1.39,0.1,0.47,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/8/2012,12:35,calm; sunny
17.47503333,149.8370667,17,1,0.13,0.36,0.06,0.19,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/12/2012,11:21,light rain event 7:00 AM.  After 8:00 sunny; no clouds; light wind
17.47785,149.8421333,2,1,0.15,0.36,0.05,0.39,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/14/2012,10:15,sunny; light wind
17.48488333,149.83365,14,1,0.16,1.18,0.08,0.64,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/14/2012,9:03,sunny; light wind
-17.47503,-149.83707,17,0.5,0.16,0.57,0.01,0.33,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/22/2012,9:11,calm; sunny
-17.47785,-149.84213,2,0.5,0.15,0.39,0.02,0.26,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/23/2012,14:50,overcast; calm
-17.48488,-149.83365,14,0.5,0.19,0.45,0.05,0.42,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/23/2012,14:50,overcast; calm
-17.47785,-149.84213,2,0.5,0.13,0.2,0.08,0.25,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,9/9/2012,15:30,sunny; E winds
-17.48488,-149.83365,14,0.5,0.11,0.17,0.05,0.24,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,9/9/2012,16:30,sunny; E winds
-17.47503,-149.83707,17,0.5,0.11,0.23,0.05,0.1,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,9/10/2012,9:30,sunny; E winds
-17.47503,-149.83707,17,0.5,0.13,0.33,0.03,0.05,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,12/5/2012,10:40,sunny; small swell
-17.47785,-149.84213,2,0.5,0.16,0.35,0.08,0.31,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,12/6/2012,11:30,windy; overcast
-17.48488,-149.83365,14,0.5,0.15,0.41,0.1,0.34,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,12/6/2012,11:35,windy; overcast
-17.47503,-149.83707,17,0.5,0.15,1.58,0.09,0.25,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,12/7/2012,10:30,calm; clear
-17.47785,-149.84213,2,0.5,0.16,0.73,0.05,0.2,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,1/10/2013,14:18,calm; slightly cloudy
-17.48488,-149.83365,14,0.5,0.17,1.76,0.1,0.51,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,1/10/2013,14:21,calm; slightly cloudy
-17.47503,-149.83707,17,1,0.14,0.65,0.05,0.22,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/14/2013,10:01,~1.5 m swell; stronger wind than offshore; overcast
-17.47785,-149.84213,2,1,0.17,0.74,0.05,0.35,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/16/2013,10:29,light wind; mostly overcast
-17.48488,-149.83365,14,1,0.17,1.38,0.05,0.35,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/16/2013,8:16,light wind; mostly overcast
-17.47503,-149.83707,17,0.5,0.15,0.65,0.05,0.08,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,1/23/2013,10:15,clear; ~1.5 m swell
-17.48488,-149.83365,14,0.5,0.16,1.23,0.08,0.21,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,1/23/2013,11:10,clear; ~1.5 m swell
-17.47785,-149.84213,2,0.5,0.15,0.8,0.04,0.15,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,1/23/2013,11:50,clear; ~1.5 m swell
-17.47503,-149.83707,17,0.5,0.13,1.24,0.05,0.44,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,1/30/2013,12:30,medium swell; sunny
-17.47785,-149.84213,2,0.5,0.15,1.02,0.08,0.61,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,1/30/2013,9:30,medium swell; sunny
-17.48488,-149.83365,14,0.5,0.17,0.9,0.04,0.61,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,1/30/2013,9:40,medium swell; sunny
-17.47785,-149.84213,2,0.5,0.14,0.88,0.03,0.57,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,4/24/2013,15:40,small swell; slightly overcast; low wind
-17.48488,-149.83365,14,0.5,0.14,2.23,0.03,0.69,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,4/24/2013,15:45,small swell; slightly overcast; low wind
-17.47503,-149.83707,17,0.5,0.13,1.9,0.06,0.4,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/30/2013,16:00,calm sea; partly cloudy
-17.47785,-149.84213,2,0.5,0.18,1.6,0.03,0.79,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,5/18/2013,16:10,calm; low wind
-17.48488,-149.83365,14,0.5,0.17,1.63,0.09,0.8,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,5/18/2013,16:15,calm; low wind
-17.47503,-149.83707,17,0.5,0.14,1.2,0.04,0.49,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,5/30/2013,10:15,calm; medium wind
-17.47785,-149.84213,2,0.5,0.17,0.77,0.07,0.66,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/5/2013,12:15,calm; sunny
-17.48488,-149.83365,14,0.5,0.16,1.43,0.07,0.74,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/5/2013,12:20,calm; sunny
-17.47503,-149.83707,17,0.5,0.16,1.58,0.06,0.63,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/11/2013,11:20,mild wind; sunny
-17.47785,-149.84213,2,0.5,0.16,1.05,0.04,0.7,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,6/11/2013,13:15,mild wind; sunny
-17.48488,-149.83365,14,0.5,0.17,1.72,0.09,0.81,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,6/11/2013,13:20,mild wind; sunny
-17.47503,-149.83707,17,0.5,0.14,0.77,0.02,0.52,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,6/30/2013,9:50,sunny; 2m swell
-17.48488,-149.83365,14,0.5,0.16,0.87,0.09,0.69,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/1/2013,10:25,NA
-17.47785,-149.84213,2,0.5,0.15,0.58,0.1,0.67,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,7/15/2013,11:10,suny; clear; calm
-17.48488,-149.83365,14,0.5,0.14,0.98,0.07,0.67,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,7/15/2013,11:15,suny; clear; calm
-17.47503,-149.83707,17,0.5,0.13,0.92,0.05,0.4,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,7/17/2013,15:30,calm; sunny
-17.47503,-149.83707,17,0.5,0.15,0.63,0.05,0.43,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/3/2013,14:45,calm; sunny
-17.47785,-149.84213,2,0.5,0.16,0.88,0.09,0.7,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/3/2013,15:05,calm; sunny
-17.48488,-149.83365,14,0.5,0.17,1.08,0.1,0.8,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/3/2013,15:10,calm; sunny
-17.47503,-149.83707,17,0.5,0.14,0.55,0.09,0.52,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,8/18/2013,9:25,overcast; light wind
-17.48488,-149.83365,14,0.5,0.19,1.35,0.09,0.81,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,8/18/2013,14:35,sunny; calm
-17.47785,-149.84213,2,0.5,0.16,0.99,0.06,0.69,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,8/18/2013,14:40,sunny; calm
-17.47503,-149.83707,17,1,0.15,0.75,0.08,0.44,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,8/21/2013,10:25,overcast; calm
-17.47785,-149.84213,2,1,0.18,0.85,0.11,0.87,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,8/23/2013,10:45,overcast; calm
-17.48488,-149.83365,14,1,0.14,1.3,0.11,0.67,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,8/23/2013,8:37,overcast; calm
-17.47503,-149.83707,17,1,0.14,0.34,0.05,0.12,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/24/2014,10:05,overcast; calm
-17.47785,-149.84213,2,1,0.16,0.81,0.09,0.65,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/22/2014,10:39,overcast; calm
-17.48488,-149.83365,14,1,0.15,0.53,0.1,0.3,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/22/2014,8:39,overcast; calm
-17.48488,-149.83365,14,0.5,0.16,1.25,0.05,0.37,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,1/5/2014,16:30,calm; sunny
-17.47785,-149.84213,2,0.5,0.15,0.63,0.05,0.28,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,1/5/2014,16:40,calm; sunny
-17.47503,-149.83707,17,1,0.14,0.34,0.05,0.12,LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,1/24/2014,10:05,NA
-17.47785,-149.84213,2,1,0.16,0.81,0.09,0.65,LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,1/22/2014,10:39,NA
-17.48488,-149.83365,14,1,0.15,0.53,0.1,0.3,LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,1/22/2014,8:39,NA
-17.47503,-149.83707,17,0.5,0.14,0.5,0.03,0.06,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,1/28/2014,10:30,sunny; medium swell
-17.47503,-149.83707,17,0.5,0.15,0.92,0.07,0.24,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2/5/2014,9:45,calm; sunny
-17.47785,-149.84213,2,0.5,0.15,1.55,0.08,0.3,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2/6/2014,14:20,windy
-17.48488,-149.83365,14,0.5,0.15,0.68,0.07,0.29,Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2/6/2014,14:30,windy
-17.47503,-149.83707,17,0.5,0.15,1.53,0.02,0.13,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/4/2014,11:30,windy
-17.47503,-149.83707,17,0.5,0.17,1.14,0.03,0.05,Additional nutrients,LTER 1 Forereef Water Column,falcon tube,4/18/2014,15:30,calm seas
-17.47785,-149.84213,2,0.5,0.13,1.22,0.05,0.39,Additional nutrients,LTER 1 Backreef Water Column,falcon tube,4/23/2014,11:35,sunny; 5 knot wind
